head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Rasantark,Raufereg,family,undirected,2,0.9911805191050074,0.9914949295458844,1.0889230985771972,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Raufereg (Cousin) Codenest | Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin)
Kenntrips,Lestilaut,family,undirected,2,0.991121626082938,0.9918476687110171,1.088858397979435,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin)
Hannelore,Kenntrips,family,undirected,2,0.991121626082938,0.9918476687110171,1.088858397979435,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin)
Codenest,Raufereg,family,undirected,2,0.9910747074021964,0.9912833061402624,1.0888068525402042,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin)
Codenest,Kenntrips,family,undirected,2,0.9908394447975606,0.9912833061402624,1.0885483901516873,Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin)
Cordula,Hannelore,service_retainer,directed,2,0.9907295775254821,0.9990212059690152,1.0884276886164594,"Infobox field occupation: Hannelore's Head Attendant Sieglinde's Retainer (Former) | Cordula (コルドゥラ, Corudoura) is an archattendant from Dunkelfelger who serves as Lady Hannelore's head attendant."
Kenntrips,Raufereg,family,undirected,2,0.9906308460594946,0.9908661086641304,1.0883192210146473,Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Codenest (Cousin)
Sargerecht,Melchior,service_retainer,directed,2,0.990535995932492,0.997129120919496,1.0882150174995404,Infobox field occupation: Melchior's Head Attendant Melchior's Tutor (Former) Florencia's Retainer (Former) Attendant | Sargerecht is an adult Ehrenfest archattendant who serves as Melchior's head attendant.
Hildebrand,Reginald,family,undirected,2,0.990280007023985,0.9923735498415958,1.087933784938892,Infobox field family/Relatives: Eglantine (Cousin) Lestilaut (Cousin) Hannelore (Cousin) Reginald (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Raufereg (Cousin) Lungtase (Cousin) Nahelache's Son (Half-Nephew) Stephareine (Half-Niece) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin)
Gudrun,Rihyarda,family,undirected,2,0.9902102458712502,0.9979082961628324,1.0878571444792258,"Infobox field family/Daughter: Gudrun | At some point, Rihyarda started a family and had two children: her son, Justus, and her daughter, Gudrun."
Previous Count Leisegang,Traugott,family,undirected,2,0.9900482521401668,0.9917058251859584,1.0876791761755704,"Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Hannelore,Reginald,family,undirected,2,0.9900170664586957,0.9918476687110171,1.087644915202676,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin)
Lestilaut,Reginald,family,undirected,2,0.9900170664586957,0.9918476687110171,1.087644915202676,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin)
Bezewanst,Sylvester,family,undirected,2,0.98996102209355,0.9953003806922132,1.087583344174416,Infobox field family/Uncle: Bonifatius Bezewanst (Deceased) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)
Bezewanst,Gabriele,family,undirected,2,0.9899039269741539,0.9938138981305216,1.0875206187746247,Infobox field family/Son: Bezewanst (Deceased) Unnamed Son | Infobox field family/Mother: Gabriele
Claudio,Cornelius,family,undirected,2,0.9898943147947019,0.990608996496561,1.0875100587161577,"Infobox field family/Relatives: Previous Count Leisegang (Grandfather, Deceased) Count Groschel (Cousin) Eckhart (Nephew) Lamprecht (Nephew) Cornelius (Nephew) Rozemyne (Niece) | Infobox field family/Uncle: Claudio"
Grausam,Matthias,family,undirected,2,0.9898277468320507,0.9989523633509548,1.0874369263343575,Infobox field family/Father: Grausam (Deceased) | Infobox field family/Son: Unnamed Eldest Son (Deceased) Janrik (Deceased) Matthias
Grausam,Janrik,family,undirected,2,0.9898277468320507,0.9989523633509548,1.0874369263343575,Infobox field family/Father: Grausam (Deceased) | Infobox field family/Son: Unnamed Eldest Son (Deceased) Janrik (Deceased) Matthias
Aurelia,Karstedt,family,undirected,2,0.9897603974811471,0.9995545909146932,1.087362935509821,"Infobox field family/Father: Gieselfried's Younger Brother (Deceased) Karstedt (In-Law) | Infobox field family/Daughter: Heidemarie (In-Law, Deceased) Rozemyne Aurelia (In-Law)"
Raufereg,Reginald,family,undirected,2,0.9895262864352523,0.9908661086641304,1.0871057382378881,Infobox field family/Relatives: Hildebrand (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) Codenest (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Hildebrand (Cousin) Raufereg (Cousin) Lungtase (Cousin)
Claudio,Previous Count Leisegang,family,undirected,2,0.989499837795468,0.990608996496561,1.0870766814372026,"Infobox field family/Relatives: Previous Count Leisegang (Grandfather, Deceased) Count Groschel (Cousin) Eckhart (Nephew) Lamprecht (Nephew) Cornelius (Nephew) Rozemyne (Niece) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Georgine,Melchior,family,undirected,2,0.9894948372216263,0.9897551109435008,1.0870711877453296,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Constanze Georgine (Deceased)"
Charlotte,Rudiger,family,undirected,2,0.9894866786496161,0.9901324221536204,1.0870622246378612,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased)"
Melchior,Rudiger,family,undirected,2,0.9894866786496161,0.9901324221536204,1.0870622246378612,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased)"
Detlinde,Melchior,family,undirected,2,0.9894523421175336,0.9901324221536204,1.0870245021017653,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased)"
Charlotte,Detlinde,family,undirected,2,0.9894523421175336,0.9901324221536204,1.0870245021017653,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased)"
Georgine,Martina,family,undirected,2,0.9894257178782773,0.9897551109435008,1.0869952523853417,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Georgine (Deceased)"
Aurelia,Georgine,family,undirected,2,0.9894257178782773,0.9897551109435008,1.0869952523853417,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Georgine (Deceased)"
Hildebrand,Trauerqual,family,undirected,2,0.9892354610773162,0.9955312596720018,1.0867862339258032,Infobox field family/Father: Trauerqual | Infobox field family/Son: Sigiswald Anastasius Hildebrand
Roswitha,Letizia,service_retainer,directed,2,0.989007414843171,0.9958986026333684,1.0865356995305868,Infobox field occupation: Attendant Letizia's Retainer Letizia's Head Attendant | Roswitha was an Ahrensbach archattendant who served as Lady Letizia's head attendant.
Aub Frenbeltag,Rudiger,family,undirected,2,0.9889781467038882,0.99205602014049,1.0865035451931042,Infobox field family/Father: Aub Frenbeltag}} | Infobox field family/Son: Rudiger
Bertilde,Previous Count Leisegang,family,undirected,2,0.9889737131694474,0.9895567472445196,1.0864986744576852,"Infobox field family/Relatives: Previous Count Leisegang (Great-Great-Grandfather, Deceased) First Count Groschel (Great-Grandfather) Bezewanst (Granduncle) Veronica (Grandaunt) | Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter)"
Bezewanst,Elvira,family,undirected,2,0.988972503642533,0.9933233437901792,1.0864973456565536,"Infobox field family/Uncle: Adelbert (In-Law, Deceased) Bezewanst (Cousin) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)"
Previous Count Leisegang,Trudeliede,family,undirected,2,0.9889541473218906,0.9905988012149904,1.0864771791771213,"Infobox field family/Grandfather: Previous Count Leisegang (In-Law, Deceased) | Infobox field family/Relatives: Elvira (Granddaughter, In-Law) Trudeliede (Granddaughter, In-Law) Rozemary (Granddaughter-In-Law, Deceased) Heidemarie (Great-Granddaughter, In-Law, Deceased) Aurelia (Great-Granddaughter, In-Law)"
Anastasius,Nahelache,family,undirected,2,0.9888328351431708,0.9905401447953532,1.0863439041268146,"Infobox field family/Relatives: Eglantine (Cousin) Nahelache's Son (Nephew) | Infobox field family/Sister: Trauerqual's Daughter (Deceased) Nahelache (In-Law) Adolphine (In-Law, Former)"
Bertilde,Count Groschel,family,undirected,2,0.9887543344930143,0.998990888754251,1.0862576623478841,Infobox field family/Father: Count Groschel | Infobox field family/Daughter: Brunhilde Bertilde
Jonsara,Konrad,family,undirected,2,0.9887347981910325,0.9920509942056566,1.0862361995264518,"Infobox field family/Son: Konrad (Step-Son, Former) Unnamed Son | Infobox field family/Mother: Theresia (Deceased) Jonsara (Step-Mother, Former)"
Nahelache,Sigiswald,romantic,undirected,2,0.9886228572131408,0.994918725935554,1.0861132197925345,"Infobox field family/Spouse: Nahelache (First Wife, Former Second Wife) Adolphine (First Wife, Former) Rozemyne (Engaged, Cancelled) | She was the first woman Prince Sigiswald married, but from the very beginning, there was the understanding that, due to political concerns and for the stability of the country, she would become the second wife once Sigiswald found a suitable woman to be his first wife."
Constanze,Rozemyne,family,undirected,2,0.9885977569152271,0.9940496724123348,1.0860856442967972,"Infobox field family/Aunt: Georgine (Adoptive) Constanze(Adoptive) Gudrun (Baptismal) | Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased)"
Rudiger,Wilfried,family,undirected,2,0.9885636596668352,0.988840935145612,1.0860481846407042,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased) | Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle) Detlinde (Cousin) Alstede (Cousin) Rudiger (Cousin) Fifth Aub Ehrenfest (Great-Grandfather)"
Adelbert,Trudeliede,family,undirected,2,0.9885163561896859,0.989309233201133,1.0859962164594112,"Infobox field family/Relatives: Karstedt (Nephew) Elvira (Niece, In-Law) Trudeliede (Niece, In-Law) Rozemary (Niece, In-Law, Deceased) Veronica (Cousin) Fourth Aub Ehrenfest (Grandfather) | Infobox field family/Uncle: Adelbert (In-Law, Deceased)"
Adelbert,Rozemary,family,undirected,2,0.9885163561896859,0.989309233201133,1.0859962164594112,"Infobox field family/Relatives: Karstedt (Nephew) Elvira (Niece, In-Law) Trudeliede (Niece, In-Law) Rozemary (Niece, In-Law, Deceased) Veronica (Cousin) Fourth Aub Ehrenfest (Grandfather) | Infobox field family/Uncle: Adelbert (In-Law, Deceased)"
Flutrane,Schutzaria,family,undirected,2,0.9885154297450645,0.9934795570895736,1.0859951986559653,Infobox field family/Sister: Schutzaria Geduldh | Infobox field family/Sister: Flutrane Geduldh
Codenest,Werdekraf,family,undirected,2,0.9884493756289625,0.9910088485885882,1.0859226307922987,Infobox field family/Father: Aub Dunkelfelger's Younger Brother | Infobox field family/Relatives: Hildebrand (Nephew) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew)
Fey,Karla,family,undirected,2,0.9882386979987284,0.9913303857857588,1.085691177758776,"Infobox field family/Aunt: Karla | Infobox field family/Relatives: Fey (Nephew) Gunther's Father (Grand-Cousin, In-Law)"
Bezewanst,Florencia,family,undirected,2,0.9881398587700986,0.9916580540453104,1.0855825917676007,"Infobox field family/Uncle: Bezewanst (In-Law, Deceased) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)"
Rasantark,Werdekraf,family,undirected,2,0.9880186135242202,0.9901473243791036,1.0854493902505362,Infobox field family/Father: Aub Dunkelfelger's elder brother | Infobox field family/Relatives: Hildebrand (Nephew) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew)
Brunhilde,Previous Count Leisegang,family,undirected,2,0.9879726865050926,0.9883906790943752,1.0853989342629407,"Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Relatives: Previous Count Leisegang (Great-Great-Grandfather, Deceased) First Count Groschel (Great-Grandfather) Bezewanst (Granduncle, Disowned) Veronica (Grandaunt)"
Adelbert,Karstedt,family,undirected,2,0.9877661779143587,0.989309233201133,1.085172061387445,"Infobox field family/Relatives: Karstedt (Nephew) Elvira (Niece, In-Law) Trudeliede (Niece, In-Law) Rozemary (Niece, In-Law, Deceased) Veronica (Cousin) Fourth Aub Ehrenfest (Grandfather) | Infobox field family/Uncle: Adelbert"
Detlinde,Martina,family,undirected,2,0.9877109189212436,0.9887722620814468,1.0851113531785492,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Detlinde (Cousin) Wolfram (Cousin, Deceased) Alstede (Cousin) Blasius (Cousin) Letizia (Cousin, Adoptive) Siegrecht (Nephew)"
Leidenschaft,Mestionora,family,undirected,2,0.9875118261953245,0.9918101497440852,1.0848926274632702,Infobox field family/Uncle: Leidenschaft | Infobox field family/Relatives: Mestionora (Niece)
Aurelia,Blasius,family,undirected,2,0.9874876077468683,0.990818595506371,1.0848660207781837,"Infobox field family/Relatives: Aurelia (Cousin) Martina (Cousin) Letizia (Niece) | Infobox field family/Relatives: Detlinde (Cousin) Wolfram (Cousin, Deceased) Alstede (Cousin) Blasius (Cousin) Letizia (Cousin, Adoptive)"
Brunhilde,Sylvester,romantic,undirected,2,0.9874866401044655,0.9958810283655763,1.084864957714349,"Infobox field family/Spouse: Florencia Brunhilde (Engaged, Second Wife) | Infobox field family/Spouse: Sylvester (Engaged)"
Bezewanst,Melchior,family,undirected,2,0.9873770428242536,0.9901324221536204,1.0847445527955035,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)"
Bezewanst,Charlotte,family,undirected,2,0.9873770428242536,0.9901324221536204,1.0847445527955035,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle, Deceased) Detlinde (Cousin) Rudiger (Cousin) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)"
Bonifatius,Siegrecht,family,undirected,2,0.9870453437997636,0.9917121719979908,1.0843801441710597,"Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather) | Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son)"
Sigiswald,Waldifried,family,undirected,2,0.9867755751432885,0.9955582440839836,1.0840837730099586,"Infobox field family/Uncle: Waldifried (Deceased) | Infobox field family/Relatives: Sigiswald (Nephew) Anastasius (Nephew) Hildebrand (Nephew) Nahelache (Niece, In-Law) Eglantine (Niece)"
Bezewanst,Detlinde,family,undirected,2,0.9866969627881668,0.9887722620814468,1.0839974085105806,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)"
Nora,Thore,family,undirected,2,0.9864751168927888,0.9959810729149696,1.0837536858837278,Infobox field family/Sister: Nora | He is the younger brother of Nora.
Aurelia,Detlinde,family,undirected,2,0.9864644410344061,0.9887722620814468,1.0837419572545166,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Detlinde (Cousin) Wolfram (Cousin, Deceased) Alstede (Cousin) Blasius (Cousin) Letizia (Cousin, Adoptive)"
Bezewanst,Wilfried,family,undirected,2,0.9864540238414725,0.9882863841880584,1.0837305127983463,Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle) Detlinde (Cousin) Alstede (Cousin) Rudiger (Cousin) Fifth Aub Ehrenfest (Great-Grandfather) | Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin)
Isidore,Wilfried,service_retainer,directed,2,0.9863925083372151,0.9961346802781968,1.0836629311094255,"Infobox field occupation: Apprentice Attendant Wilfried's Retainer | When Wilfried enters the Royal Academy, Isidore serves as his apprentice attendant."
Flutrane,Mestionora,family,undirected,2,0.9862083626278041,0.9892032226090444,1.083460626370161,Infobox field family/Aunt: Flutrane Schutzaria | Infobox field family/Relatives: Mestionora (Niece)
Mestionora,Schutzaria,family,undirected,2,0.9862083626278041,0.9892032226090444,1.083460626370161,Infobox field family/Aunt: Flutrane Schutzaria | Infobox field family/Relatives: Mestionora (Niece)
Deid,Zasha,family,undirected,2,0.986205408284616,0.9974297904937348,1.0834573806924297,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Deid,Ralph,family,undirected,2,0.986205408284616,0.9974297904937348,1.0834573806924297,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Deid,Sieg,family,undirected,2,0.986205408284616,0.9974297904937348,1.0834573806924297,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Constanze,Melchior,family,undirected,2,0.9861902024589356,0.9892345634997518,1.0834406753854777,"Infobox field family/Aunt: Constanze Georgine (Deceased) | Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased)"
Leberecht,Ottilie,romantic,undirected,2,0.9861859684854068,0.9897375130628878,1.0834360238901293,He is married to Ottilie. | Infobox field family/Spouse: Ottilie
Rozemyne,Wilfried,family,undirected,2,0.9861636099465394,0.9924837995882672,1.0834114605245728,"Infobox field family/Sister: Rozemyne (adoptive) Charlotte Henriette | He is the older brother of Charlotte and Melchior, and the adoptive older brother of Rozemyne."
Charlotte,Wilfried,family,undirected,2,0.9861636099465394,0.9924837995882672,1.0834114605245728,"Infobox field family/Sister: Rozemyne (adoptive) Charlotte Henriette | He is the older brother of Charlotte and Melchior, and the adoptive older brother of Rozemyne."
Sigiswald,Trauerqual,family,undirected,2,0.9860814023496332,0.9892231422166358,1.0833211462483896,"Infobox field family/Father: Trauerqual Aub Drewanchel (In-Law, Former) | Infobox field family/Son: Sigiswald Anastasius Hildebrand"
Heidemarie,Karstedt,family,undirected,2,0.9859659928871081,0.9919657817266152,1.083194355994631,"Infobox field family/Father: Karstedt (In-Law) | Infobox field family/Daughter: Heidemarie (In-Law, Deceased) Rozemyne Aurelia (In-Law)"
Charlotte,Veronica,family,undirected,2,0.9859373132495822,0.9861880016861888,1.0831628481924107,"Infobox field family/Grandmother: Veronica | Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher)"
Melchior,Veronica,family,undirected,2,0.9859373132495822,0.9861880016861888,1.0831628481924107,"Infobox field family/Grandmother: Veronica | Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher)"
Detlinde,Veronica,family,undirected,2,0.9859373132495822,0.9861880016861888,1.0831628481924107,"Infobox field family/Grandmother: Veronica | Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher)"
Rudiger,Veronica,family,undirected,2,0.9859373132495822,0.9861880016861888,1.0831628481924107,"Infobox field family/Grandmother: Veronica | Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher)"
