head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Eckhart,Ferdinand,romantic,undirected,4,0.9749358475000001,0.98267096,1.5690987151575704,"Thanks to his fantastic memory, he is still able to remember, where in all the chaos each document is. *Before Ferdinand settled on his actual plan to turn Myne into Rozemyne and have her adopted by Karstedt, he considered making her Eckhart's concubine and having Justus adopt her. | With Heidemarie being fanatically devoted to Ferdinand and the two of them having sworn they would serve him as a married couple, Eckhart made it his entire live's purpose to live for Ferdinand, for both his own and Heidemarie's sake. | Ferdinand ordered Eckhart to live for his wife's sake and to find something to fill the void left by her passing."
Gretia,Rozemyne,service_retainer,directed,4,0.9748423275,0.98825103,1.5689482005239994,"Infobox field occupation: Royal Academy Student Apprentice Attendant Rozemyne's Retainer | Gretia (グレーティア, Gurētia) is an apprentice medattendant who serves as one of Rozemyne's name-sworn retainers. | When Rozemyne replies that she could agree to marry Damuel, since he would surely be overjoyed by that, Gretia quickly declines, stating that she wishes to never marry anyone and rather serve Rozemyne for the rest of her life."
Aub Frenbeltag,Constanze,romantic,undirected,4,0.9745722450000001,0.98168004,1.5685135195090145,"As the first wife of Aub Frenbeltag, Constanze suggests that their two duchies should cooperate in a joint research project the next year, to look into how much their respective harvests improved on account of their archduke candidates participating in Religious Ceremonies and supplying mana to their central districts. | Aub Frenbeltag is the current archduke of the duchy of Frenbeltag and the husband of Constanze, the sister of Sylvester. | Constanze (コンスタンツェ, Konsutantse) is the first wife of Aub Frenbeltag and the older sister of Sylvester."
Anastasius,Sigiswald,family,undirected,4,0.9734941875,0.98688865,1.5667784528967308,"Sigiswald (ジギスヴァルト Jigisuvaruto) is the former first prince of Yurgenschmidt and Anastasius' older brother. | After some hard work on his part, Anastasius also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official. | Infobox field family/Brother: Anastasius Hildebrand Ortwin (In-Law, Former)"
Leckle,Otto,service_retainer,directed,4,0.9725488174999999,0.98452663,1.5652569385774526,"The captain sees how overworked Leckle is under Otto and does as his subordinate requests, forcing Otto to teach more apprentice soldiers. | This led Leckle to complain to his superior captain Gunther, who in turn decided to talk to Otto and ask him to take on some more apprentices for doing paperwork. | Many of the calculations that Myne was checking for errors for Otto were done by Leckle."
Brigitte,Viktor,romantic,undirected,4,0.9725032499999999,0.9843434,1.5651836005153779,"When Brigitte and Damuel couldn't make their dreams of marriage work, Lady Elvira personally took charge of finding a good husband for Brigitte. | Viktor is an Ehrenfest medscholar married to Brigitte and father of their child together, Lilaroze. | Infobox field family/Spouse: Brigitte"
Detlinde,Leonzio,romantic,undirected,4,0.9724253975,0.98296356,1.5650583017503001,"Leonzio claims he is aware of the location of the original Grutrissheit and promises to help Detlinde to ascend to the throne, if she promises to marry him. | Once he managed to win Detlinde over completely, she distances her fiancé Ferdinand entirely, claiming that she abhors his jealousy toward Leonzio and dismisses anyone who criticizes her over her frequent visits to the Lanzenave estate and obvious adultery and frequently visits the Lanzenave estate to spend more time with Leonzio. | Despite all her unnoble-like traits, Detlinde is obsessively protective of her chastity before marriage, to the extent that she was not willing to share the same building as Leonzio, whom she recognized as her lover."
Ferdinand,Sylvester,family,undirected,4,0.9720341625000001,0.9849421,1.564428633308629,"As the son of the Sixth Aub Ehrenfest, Ferdinand is the half-brother of Sylvester and was an archduke candidate of Ehrenfest. | Due to Ferdinand's harassment by Sylvester's mother, Sylvester told Ferdinand to join the temple to escape Veronica's harassment, which would remove him from the family's succession and keep him away from noble politics. | Infobox field family/Brother: Ferdinand (Half-Brother) Aub Frenbeltag (In-Law)"
Constanze,Georgine,family,undirected,4,0.971137975,0.98425597,1.5629862751694794,"Infobox field family/Sister: Georgine (Deceased) Florencia (In-Law) | Infobox field family/Sister: Florencia (In-Law) Constanze | Feeling sorry for her sister, Georigne tried to pass the archduke candidate lessons on to her, but soon found that without any hope to ever become the Aub, Constanze lacked the drive to live through the brutal lessons."
Detlinde,Martina,romantic,undirected,4,0.970472375,0.9838365,1.5619150332949634,"Martina in turn envies Fatiehe for being engaged to a noble from another duchy and about to marry in the coming spring, thus escaping both Ahrensbach and Detlinde's service. | While being one of Detlinde's favourites does have some perks for Martina, it also means that her lady is that much less likely to ever let her marry outside of Ahrensbach, greatly limiting Martina's marriage prospects and future plans. | In this position, her likable facade quickly gained her the favour of her new lady as well and made her one of Detlinde's favourites."
Barthold,Grausam,family,undirected,3,0.9891709733333333,0.98986065,1.3712821425154735,Infobox field family/Relatives: Barthold (Nephew) Cassandra (Niece) | Infobox field family/Mother: Grausam's Sister (Deceased) | Infobox field family/Uncle: Grausam (Deceased)
Codenest,Lestilaut,family,undirected,3,0.9890359133333333,0.98977774,1.3710949095990608,Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Lestilaut (Cousin) Hannelore (Cousin) Lungtase (Cousin) Raufereg (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Reginald (Cousin) | *Codenest - A male apprentice archattendant and cousin of Lestilaut and Hannelore.
Cassandra,Grausam,family,undirected,3,0.9890306600000001,0.98980004,1.3710876269326837,Infobox field family/Relatives: Barthold (Nephew) Cassandra (Niece) | Infobox field family/Mother: Grausam's Sister | Infobox field family/Uncle: Grausam (Deceased)
Charlotte,Sylvester,family,undirected,3,0.9889219333333333,0.9899602,1.3709368997677804,Infobox field family/Daughter: Rozemyne (adoptive) Charlotte Henriette | Infobox field family/Father: Sylvester | Charlotte (シャルロッテ Sharurotte) is the daughter of Sylvester and Florencia and an archduke candidate of Ehrenfest.
Detlinde,Rudiger,family,undirected,3,0.9888676666666667,0.9896125,1.3708616701937837,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Because her mother is the older sister of Sylvester, Detlinde is also a cousin to Wilfried and his siblings (as well as Rudiger from Frenbeltag)."
Detlinde,Sylvester,family,undirected,3,0.9888548,0.99002564,1.3708438332063373,"Infobox field family/Relatives: Karstedt (Cousin) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) Rudiger (Nephew) | Infobox field family/Uncle: Sylvester Ferdinand | Because her mother is the older sister of Sylvester, Detlinde is also a cousin to Wilfried and his siblings (as well as Rudiger from Frenbeltag)."
Detlinde,Wilfried,family,undirected,3,0.98882221,0.98929787,1.3707986538731083,"Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle) Detlinde (Cousin) Alstede (Cousin) Rudiger (Cousin) Fifth Aub Ehrenfest (Great-Grandfather) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Because her mother is the older sister of Sylvester, Detlinde is also a cousin to Wilfried and his siblings (as well as Rudiger from Frenbeltag)."
Bertilde,Count Groschel,family,undirected,3,0.9887972666666668,0.9895865,1.3707640750707608,"Infobox field family/Father: Count Groschel | Infobox field family/Daughter: Brunhilde Bertilde | She's the second daughter of Count Groschel, and Brunhilde's younger sister; whom she will serve upon becoming Sylvester's future second wife."
Fey,Lutz,family,undirected,3,0.9886688600000001,0.99001443,1.3705860656328306,Infobox field family/Relatives: Zasha (Cousin) Sieg (Cousin) Ralph (Cousin) Lutz (Cousin) | Infobox field family/Relatives: Fey (Cousin) Gunther's Father (Distant Cousin) | Fey (フェイ Fei) is a commoner growing up in the same neighborhood as Myne and a relative of Lutz and his family.
Hannelore,Magdalena,family,undirected,3,0.98864768,0.9894028,1.370556703918262,"Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena | As relatives of Trauerqual's third wife Magdalena, Hannelore and her brother Lestilaut occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Hannelore,Hildebrand,family,undirected,3,0.9885942799999999,0.9898705,1.3704826757993782,"Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Eglantine (Cousin) Lestilaut (Cousin) Hannelore (Cousin) Reginald (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Raufereg (Cousin) Lungtase (Cousin) Nahelache's Son (Half-Nephew) Stephareine (Half-Niece) | As relatives of Trauerqual's third wife Magdalena, Hannelore and her brother Lestilaut occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Detlinde,Veronica,family,undirected,3,0.9885893866666667,0.9895633,1.3704758921989713,"Infobox field family/Grandmother: Veronica | Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | She takes after her mother, Georgine, and is said to look even more like her grandmother, Veronica."
Hildebrand,Lestilaut,family,undirected,3,0.9884085566666666,0.98987657,1.3702252085896498,"Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | Infobox field family/Relatives: Eglantine (Cousin) Lestilaut (Cousin) Hannelore (Cousin) Reginald (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Raufereg (Cousin) Lungtase (Cousin) Nahelache's Son (Half-Nephew) Stephareine (Half-Niece) | As relatives of Trauerqual's third wife Magdalena, Lestilaut and Hannelore occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Damian,Gustav,family,undirected,3,0.9883244866666666,0.98906446,1.3701086628227104,Infobox field family/Offspring: Freida (Granddaughter) Damian (Grandson) | Infobox field family/Grandfather: Gustav | He is a grandson of Gustav.
Karstedt,Siegrecht,family,undirected,3,0.9882429433333334,0.9892608,1.3699956197595236,Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather) | Infobox field family/Offspring: Siegrecht (Grandson) | He is also the grandfather to Siegrecht.
Aurelia,Siegrecht,family,undirected,3,0.98823675,0.98951375,1.369987033976447,Infobox field family/Mother: Aurelia | Siegrecht is the child of Lamprecht and Aurelia. | Infobox field family/Son: Siegrecht
Lestilaut,Magdalena,family,undirected,3,0.9881860666666666,0.9893349,1.3699167719572443,"Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena | As relatives of Trauerqual's third wife Magdalena, Lestilaut and Hannelore occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Bonifatius,Traugott,family,undirected,3,0.9881248866666666,0.9888405,1.369831958468231,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius | He is the grandson of Bonifatius on his father’s side and the grandson of Rihyarda on his mother’s side. __TOC__"
Blasius,Letizia,family,undirected,3,0.9881186833333334,0.98998535,1.3698233588222108,"Infobox field family/Relatives: Aurelia (Cousin) Martina (Cousin) Letizia (Niece) | Infobox field family/Uncle: Wolfram (Deceased) Blasius | Infobox field family/Sister: Alstede (Half-Sister) Detlinde (Half-Sister) Letizia (Half-Sister, Adoptive) Several other unnamed women"
Elvira,Siegrecht,family,undirected,3,0.9881167033333332,0.9890188,1.3698206139593756,Infobox field family/Relatives: Karstedt (Grandfather) Elvira (Grandmother) Bonifatius (Great-Grandfather) | Infobox field family/Offspring: Siegrecht (Grandson) | She is also the grandmother to Siegrecht.
Freuden,Sidonius,family,undirected,3,0.9881112833333333,0.98887455,1.3698131002439384,"Infobox field family/Father: Sidonius (Deceased) | He was also the father of Freuden, Laurenz and was a member of the former Veronica faction. __TOC__ | Infobox field family/Son: Freuden (Deceased) Laurenz Bertram"
Karstedt,Traugott,family,undirected,3,0.9881044633333333,0.98984116,1.3698036457163958,"Infobox field family/Relatives: Sylvester (Cousin) Ferdinand (Cousin) Georgine (Cousin) Constanze (Cousin) Traugott (Nephew) | Infobox field family/Uncle: Karstedt, Justus | Traugott is the son of Karstedt's younger brother and Gudrun, Rihyarda's daughter."
Gabriele,Georgine,family,undirected,3,0.9880238866666667,0.98973936,1.3696919427377579,"Infobox field family/Grandmother: Gabriele | Infobox field family/Offspring: Constanze (Granddaughter) Georgine (Granddaughter) Sylvester (Grandson) Wilfried (Great-Grandson) Rozemyne (Great-Granddaugther, through Adoption) Charlotte (Great-Granddaughter) Melchior (Great-Grandson) Henrietta (Great-Granddaughter) Detlinde (Great-Granddaughter) Rudiger (Great-Grandson) Alstede (Great-Granddaughter) Wolfram (Great-Grandson, Deceased) | Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased)"
Lamprecht,Siegrecht,family,undirected,3,0.9880021666666666,0.9896522,1.3696618324242342,Infobox field family/Father: Lamprecht | Infobox field family/Son: Siegrecht | Siegrecht is the child of Lamprecht and Aurelia.
Georgine,Wilfried,family,undirected,3,0.9879762799999999,0.989282,1.369625945884206,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Georgine Constanze | Because he didn't want his own children to be driven apart by the fight for the archduke title like he and his oldest sister Georgine were, Sylvester decreed Wilfried as his successor the moment it was clear he had the necessary mana capacity for the position."
Hartmut,Previous Count Leisegang,family,undirected,3,0.98794057,0.98861325,1.3695764413125706,"Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Relatives: Previous Count Leisegang (Great-Grandfather, Deceased) | In fact, Previous Count Leisegang is their great-grandfather. *Hartmut first appeared on page in Part 3 Volume 3, when he introduced himself to Rozemyne as son of Leberecht in the children's room."
Elvira,Veronica,family,undirected,3,0.9878733833333334,0.9897512,1.3694833008154281,"Infobox field family/Relatives: Elvira (Niece) Claudio (Nephew) | Infobox field family/Aunt: Veronica | As the daughter of Veronica’s half-sister, Elvira faced political persecution and harassment throughout her life."
Bonifatius,Eckhart,family,undirected,3,0.9877882866666666,0.9888786,1.369365331786278,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius | He helped train new recruits to the Ehrenfest Knights Order, alongside his grandfather Bonifatius."
Karstedt,Previous Count Leisegang,family,undirected,3,0.9877474966666666,0.98885113,1.3693087848392878,Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | He is also Karstedt's grandfather and Rozemyne's great-grandfather. | Infobox field family/Grandfather: Previous Count Leisegang (Deceased)
Brunhilde,Previous Count Leisegang,family,undirected,3,0.98759169,0.9887149,1.369092790935863,"Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Relatives: Previous Count Leisegang (Great-Great-Grandfather, Deceased) First Count Groschel (Great-Grandfather) Bezewanst (Granduncle, Disowned) Veronica (Grandaunt) | In fact, Previous Count Leisegang is their shared ancestor (great-great-grandfather in Brunhilde's case). *Brunhilde changes her preference in books according to the person she is speaking with."
Bertilde,Rozemyne,service_retainer,directed,3,0.9875251666666666,0.9882636,1.36900057001398,"Infobox field occupation: Apprentice Attendant Brunhilde's Retainer Rozemyne's Retainer (Former) | Bertilde (ベルティルデ, Berutirude) is an archnoble apprentice attendant and served Rozemyne as a retainer. | As planned, Bertilde enters Lady Rozemyne's service as an apprentice attendant upon her entry into the Royal Academy, despite the fact that Rozemyne is almost guaranteed to leave Ehrenfest in the coming spring, which puts a rather short time limit on their association."
Constanze,Rudiger,family,undirected,3,0.9875195333333333,0.9894884,1.3689927605557457,Infobox field family/Mother: Constanze | She is also the mother of Rudiger. | Infobox field family/Son: Rudiger
Theodore,Rozemyne,service_retainer,directed,3,0.9875174633333333,0.98796785,1.3689898909264182,"Hearing this Rozemyne agrees to consider him as a retainer once he starts attending the Royal Academy, which puts Theodore in an awkward situation. | As was decided the year prior, upon his entry into the Royal Academy, Theodore entered Lady Rozemyne's service as a temporary guard knight until the time when he graduates from the Royal Academy, at which point he will be allowed to retire to serve Giebe Kirnberger. | Infobox field occupation: Royal Academy Student Rozemyne's guard knight (Former)"
Roswitha,Sergius,family,undirected,3,0.9874841999999999,0.9885936,1.3689437781549862,Infobox field family/Mother: Roswitha (Deceased) | Infobox field family/Son: Sergius | She is the mother of Sergius.
Eglantine,Ralfrieda,family,undirected,3,0.9873098666666666,0.9884547,1.368702100838031,"Infobox field family/Mother: Unnamed Klassenberg Archduke Candidate (Deceased) Ralfrieda | Infobox field family/Aunt: Ralfrieda Magdalena | Infobox field family/Daughter: Adolphine (In-Law, Former), Nahelache (In-Law), Eglantine (In-Law)"
Barthold,Cassandra,family,undirected,3,0.98724907,0.9879776,1.368617818761856,"Infobox field family/Sister: Cassandra Tibertha | Cassandra is an Ehrenfest apprentice medattendant, name-sworn to Charlotte and Barthold's younger sister. | His sister Cassandra initially leans toward giving her name to Rozemyne, but Barthold manages to talk her into choosing Charlotte."
Hartmut,Ottilie,family,undirected,3,0.9872443166666667,0.9892813,1.3686112292426595,"Infobox field family/Mother: Ottilie | Hartmut's mother is Ottilie, and his father is Leberecht. | Infobox field family/Son: Oliswalt Unnamed Son Hartmut"
Detlinde,Roswitha,enemy_rival,undirected,3,0.9872324666666668,0.9876889,1.3685948016544804,"At the start of the Lanzenave invasion, she was murdered by Detlinde and Leonzio using an Instant-Death potion. | Initially she is kept, so she can be shipped to Lanzenave, but after Letizia is captured too, Detlinde decides that Roswitha's moaning in pain is ""too loud"" and has Leonzio kill her and present her feystone to the horrified girl she once served as a mother figure. | Shortly before Georgine, Detlinde and their Lanzenave allies launch their insurrection, they abduct and imprison Roswitha to isolate Letizia and make her easier to manipulate for their plans."
Gudrun,Rihyarda,family,undirected,3,0.9870933533333334,0.989773,1.3684019496249238,"Infobox field family/Daughter: Gudrun | At some point, Rihyarda started a family and had two children: her son, Justus, and her daughter, Gudrun. | Gudrun was born as Rihyarda's daughter and Justus's sister and raised as an archnoble in Ehrenfest."
Claudio,Elvira,family,undirected,3,0.9868140666666667,0.98814267,1.3680147760937877,Infobox field family/Sister: Elvira | He and his sister Elvira share a strong family resemblence. | He is the older brother of Elvira.
Kenntrips,Werdekraf's Elder Brother,family,undirected,3,0.9867979333333333,0.9887833,1.3679924105447616,"Infobox field family/Father: Werdekraf's Elder Brother | Infobox field family/Son: Reginald Kenntrips Rasantark | He is the father of Reginald with his first wife , Kenntrips with his second wife, and Rasantark with his third wife."
Roswitha,Letizia,service_retainer,directed,3,0.9867934233333333,0.9878684,1.367986158357193,"Infobox field occupation: Attendant Letizia's Retainer Letizia's Head Attendant | Roswitha was an Ahrensbach archattendant who served as Lady Letizia's head attendant. | Roswitha stared serving Lady Letizia, when she was still growing up in Drewanchel."
Anastasius,Ralfrieda,family,undirected,3,0.9867913166666668,0.9892446,1.3679832378970724,"Infobox field family/Mother: Ralfrieda | Infobox field family/Son: Sigiswald Anastasius | Together they had at least two children, Sigiswald and Anastasius."
Judithe,Rozemyne,service_retainer,directed,3,0.9867202666666667,0.98818433,1.3678847416827147,"Judithe (ユーディット, Yuuditto) is a mednoble apprentice guard knight from Kirnberger who served as a retainer to Rozemyne. | Infobox field occupation: Rozemyne's Retainer (Former) | When she is accepted as a retainer, she is thrilled and resolves to become “as strong as she can” to be useful to Rozemyne."
Fran,Rozemyne,service_retainer,directed,3,0.9866725399999999,0.9876244,1.3678185784738395,"Fran is moved to Alexandria in order to serve as Rozemyne's head attendant as the High Bishop of Alexandria's Temple. | Fran (フラン, Furan) is a gray priest who formerly served as Rozemyne's head attendant in the Ehrenfest temple. | Infobox field occupation: Rozemyne's Head Attendant Ferdinand's Attendant (Former) Myne's Head Attendant (Former)"
Melchior,Rozemyne,family,undirected,3,0.9864268466666667,0.9871537,1.367477975191275,"His father has decided that upon Rozemyne's coming-of-age and subsequent abdication of her post as High Bishop, Melchior will take over the position. | Infobox field family/Sister: Rozemyne (adoptive) Charlotte Henriette | He is very excited to finally meet his adopted sister Rozemyne."
Hildebrand,Nahelache,family,undirected,3,0.9864154466666667,0.98924494,1.3674621714355581,"Infobox field family/Relatives: Eglantine (Cousin) Lestilaut (Cousin) Hannelore (Cousin) Reginald (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Raufereg (Cousin) Lungtase (Cousin) Nahelache's Son (Half-Nephew) Stephareine (Half-Niece) | Infobox field family/Sister: Trauerqual's Daughter (Deceased) Eglantine (Half-Sister, In-Law) Nahelache (Half-Sister, In-Law) Adolphine (Half-Sister, In-Law, Former) | Infobox field family/Brother: Anastasius (In-Law) Hildebrand (In-Law)"
Raublut,Trauerqual,service_retainer,directed,3,0.9861350266666667,0.98828554,1.3670734267708131,"Infobox field occupation: Prisoner Sovereign Knight's Order Commander (Former) Zent Trauerqual's Retainer (Former) Third Prince's Retainer (Former) Gervasio's Retainer (Former) | During the civil war the third prince was assassinated and Raublut became the retainer of the fifth prince, Trauerqual. | His position as the trusted knight commander who has served Zent Trauerqual faithfully for a long time helped him a great deal in his clandestine scheming on behalf of Gervasio."
Aurelia,Martina,family,undirected,3,0.9860389833333333,0.98723245,1.3669402824393897,Infobox field family/Sister: Aurelia | She is also Aurelia's younger sister. | Infobox field family/Sister: Martina Rozemyne (In-Law) 2 half-sisters from father's second wife (Deceased)
Aub Frenbeltag,Rudiger,family,undirected,3,0.9859656499999999,0.98881525,1.3668386208529075,"Infobox field family/Father: Aub Frenbeltag}} | Infobox field family/Son: Rudiger | He is the son of Aub Frenbeltag and his first wife, Constanze."
Corinna,Milda,family,undirected,3,0.9859568199999998,0.9866822,1.3668263798736988,Milda is the sister of Benno and Corinna and the middle child between them. | Infobox field family/Sister: Corinna | Milda looks very similar to her younger sister Corinna.
Gabriele,Previous Count Leisegang,enemy_rival,undirected,3,0.9859176266666667,0.98726165,1.3667720463767055,"Shortly after Ehrenfest's internal purge of the former Veronica faction and those aligned with Georgine, the previous Count Leisegang passes away peacefully, his thirst for revenge against Gabriele, Veronica, and their ilk finally sated by the reprisals meted out in the purge. | * The previous Giebe Leisegang hated Gabriele so much, he installed a large painting of her in the primary Leisegang estate to ensure that all Leisegang nobles would never forget their hatred. | This fall from grace and decades long abuse has fostered a deep hatred for all of Gabriele's descendants in the previous Count Leisegang, even when the individual in question never personally wronged him or his kin."
Harland,Anastasius,service_retainer,directed,3,0.9858344,0.9880409,1.3666566697180107,"Infobox field occupation: Prince Anastasius' Head Guard Knight Adult Knight | Harland is a sovereign archknight who serves as Anastasius's head guard knight. | After Ferdinand contacts Anastasius to open the Farthest Hall, he tells his other guard knight Mergild to consult Harland on how many knights they can bring and to gather outside the door to the Royal Academy."
Isidore,Wilfried,service_retainer,directed,3,0.9858338666666665,0.9879793,1.3666559303610177,"Infobox field occupation: Apprentice Attendant Wilfried's Retainer | *Veronica ordered that he serve Wilfried after his baptism as a way to test his parent's loyalty | When Wilfried enters the Royal Academy, Isidore serves as his apprentice attendant."
Rozemyne,Sylvester,family,undirected,3,0.9858076933333333,0.98928624,1.3666196464166063,"Infobox field family/Daughter: Rozemyne (adoptive) Charlotte Henriette | Infobox field family/Father: Karstedt (Baptismal) Sylvester (Adoptive) Gunther (Biological) Urano Motosu’s Father (Former) | She is baptized as the daughter of Karstedt and Elvira, and later adopted by Sylvester and Florencia as an archduke candidate of Ehrenfest."
Ewigeliebe,Mestionora,family,undirected,3,0.9857881900000001,0.9897155,1.3665926090555833,"Infobox field family/Daughter: Mestionora | Infobox field family/Father: Ewigeliebe | According to old books in Klassenberg and Dunkelfelger, Mestionora is the child of Ewigeliebe, the God of Life, and Geduldh, the Goddess of Earth."
Sergius,Ferdinand,service_retainer,directed,3,0.9857655799999999,0.98790234,1.3665612649400782,"Infobox field occupation: Attendant Ferdinand's Retainer | Sergius (ゼルギウス, Zerugiusu) was an Ahrensbach archattendant who was assigned to be Lord Ferdinand's attendant. | After the Lanzenave invasion was defeated, he will continue to serve Lord Ferdinand as an Alexandrian archattendant."
Zahm,Ferdinand,service_retainer,directed,3,0.9857056000000001,0.987276,1.3664781150042986,"Prior to that, he served under Shikikoza, but returned to the orphanage for a short time after his master returned to noble society, before being taken into Ferdinand's service. | Zahm was one of Ferdinand's attendants. | Infobox field occupation: Rozemyne's Attendant Ferdinand's Attendant (Former)"
Hannelore,Lungtase,family,undirected,3,0.9856586900000001,0.98591983,1.3664130839358184,"Infobox field family/Sister: Hannelore (Half-sister) | In order to survive, remain in the archducal family, and not be held responsible to the foolish actions and schemes of her mother Lady Reichlene and her brother Raufereg, Lungtase seeks to be under Hannelore's protection. | Infobox field family/Sister: Lungtase (Half-Sister)"
